Year,Year Code,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
2022.0,2022.0,New York,36.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,3354.0,19677151.0,17.0
2022.0,2022.0,New York,36.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,2387.0,19677151.0,12.1
2022.0,2022.0,New York,36.0,Accidental poisoning by and exposure to alcohol,X45,89.0,19677151.0,0.5
2022.0,2022.0,New York,36.0,Accidental poisoning by and exposure to other gases and vapours,X47,22.0,19677151.0,0.1
2022.0,2022.0,New York,36.0,Exposure to unspecified factor causing fracture,X59.0,98.0,19677151.0,0.5
2022.0,2022.0,New York,36.0,Exposure to unspecified factor causing other and unspecified injury,X59.9,123.0,19677151.0,0.6
2022.0,2022.0,New York,36.0,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,57.0,19677151.0,0.3
2022.0,2022.0,New York,36.0,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,13.0,19677151.0,
2022.0,2022.0,New York,36.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,153.0,19677151.0,0.8
2022.0,2022.0,New York,36.0,Intentional self-poisoning by and exposure to other gases and vapours,X67,47.0,19677151.0,0.2
2022.0,2022.0,New York,36.0,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,X69,15.0,19677151.0,
2022.0,2022.0,New York,36.0,"Intentional self-harm by hanging, strangulation and suffocation",X70,592.0,19677151.0,3.0
2022.0,2022.0,New York,36.0,Intentional self-harm by drowning and submersion,X71,50.0,19677151.0,0.3
2022.0,2022.0,New York,36.0,Intentional self-harm by handgun discharge,X72,18.0,19677151.0,
2022.0,2022.0,New York,36.0,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,107.0,19677151.0,0.5
2022.0,2022.0,New York,36.0,Intentional self-harm by other and unspecified firearm discharge,X74,367.0,19677151.0,1.9
2022.0,2022.0,New York,36.0,Intentional self-harm by sharp object,X78,68.0,19677151.0,0.3
2022.0,2022.0,New York,36.0,Intentional self-harm by jumping from a high place,X80,173.0,19677151.0,0.9
2022.0,2022.0,New York,36.0,Intentional self-harm by jumping or lying before moving object,X81,65.0,19677151.0,0.3
2022.0,2022.0,New York,36.0,"Assault by drugs, medicaments and biological substances",X85,11.0,19677151.0,
2022.0,2022.0,New York,36.0,"Assault by hanging, strangulation and suffocation",X91,16.0,19677151.0,
2022.0,2022.0,New York,36.0,"Assault by rifle, shotgun and larger firearm discharge",X94,11.0,19677151.0,
2022.0,2022.0,New York,36.0,Assault by other and unspecified firearm discharge,X95,517.0,19677151.0,2.6
2022.0,2022.0,New York,36.0,Assault by sharp object,X99,170.0,19677151.0,0.9
2022.0,2022.0,New York,36.0,Assault by unspecified means,Y09,72.0,19677151.0,0.4
2022.0,2022.0,New York,36.0,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Y11,23.0,19677151.0,0.1
2022.0,2022.0,New York,36.0,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,136.0,19677151.0,0.7
2022.0,2022.0,New York,36.0,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,63.0,19677151.0,0.3
2022.0,2022.0,New York,36.0,"Drowning and submersion, undetermined intent",Y21,18.0,19677151.0,
2022.0,2022.0,New York,36.0,"Exposure to smoke, fire and flames, undetermined intent",Y26,10.0,19677151.0,
2022.0,2022.0,New York,36.0,"Other specified events, undetermined intent",Y33,12.0,19677151.0,
2022.0,2022.0,New York,36.0,"Unspecified event, undetermined intent",Y34,33.0,19677151.0,0.2
2022.0,2022.0,New York,36.0,Legal intervention involving firearm discharge,Y35.0,13.0,19677151.0,
2022.0,2022.0,New York,36.0,Surgical operation with transplant of whole organ,Y83.0,12.0,19677151.0,
2022.0,2022.0,New York,36.0,Surgical operation with implant of artificial internal device,Y83.1,21.0,19677151.0,0.1
2022.0,2022.0,New York,36.0,"Surgical operation with anastomosis, bypass or graft",Y83.2,20.0,19677151.0,0.1
2022.0,2022.0,New York,36.0,Surgical operation with formation of external stoma,Y83.3,25.0,19677151.0,0.1
2022.0,2022.0,New York,36.0,"Surgical procedure, unspecified",Y83.9,29.0,19677151.0,0.1
2022.0,2022.0,New York,36.0,Kidney dialysis,Y84.1,12.0,19677151.0,
2022.0,2022.0,New York,36.0,Urinary catheterization,Y84.6,16.0,19677151.0,
2022.0,2022.0,New York,36.0,Other medical procedures,Y84.8,41.0,19677151.0,0.2
2022.0,2022.0,New York,36.0,Sequelae of motor-vehicle accident,Y85.0,34.0,19677151.0,0.2
2022.0,2022.0,New York,36.0,Sequelae of other accidents,Y86,66.0,19677151.0,0.3
2022.0,2022.0,New York,36.0,Sequelae of assault,Y87.1,17.0,19677151.0,
2022.0,2022.0,New York,36.0,,,173944.0,19677151.0,884.0
2022.0,2022.0,,,,,173944.0,19677151.0,884.0
2023.0,2023.0,New York,36.0,Enterocolitis due to Clostridium difficile,A04.7,227.0,19571216.0,1.2
2023.0,2023.0,New York,36.0,Other and unspecified gastroenteritis and colitis of infectious origin,A09.0,22.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Gastroenteritis and colitis of unspecified origin,A09.9,161.0,19571216.0,0.8
2023.0,2023.0,New York,36.0,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16.2,15.0,19571216.0,
2023.0,2023.0,New York,36.0,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16.9,14.0,19571216.0,
2023.0,2023.0,New York,36.0,Tuberculosis of bones and joints,A18.0,10.0,19571216.0,
2023.0,2023.0,New York,36.0,Pulmonary mycobacterial infection,A31.0,18.0,19571216.0,
2023.0,2023.0,New York,36.0,Septicaemia due to Streptococcus pneumoniae,A40.3,11.0,19571216.0,
2023.0,2023.0,New York,36.0,"Streptococcal septicaemia, unspecified",A40.9,16.0,19571216.0,
2023.0,2023.0,New York,36.0,Septicaemia due to Staphylococcus aureus,A41.0,25.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Septicaemia due to unspecified staphylococcus,A41.2,16.0,19571216.0,
2023.0,2023.0,New York,36.0,Septicaemia due to other Gram-negative organisms,A41.5,74.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,"Septicaemia, unspecified",A41.9,2329.0,19571216.0,11.9
2023.0,2023.0,New York,36.0,Legionnaires disease,A48.1,27.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Staphylococcal infection, unspecified",A49.0,98.0,19571216.0,0.5
2023.0,2023.0,New York,36.0,"Streptococcal infection, unspecified",A49.1,49.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Other bacterial infections of unspecified site,A49.8,60.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Bacterial infection, unspecified",A49.9,121.0,19571216.0,0.6
2023.0,2023.0,New York,36.0,Creutzfeldt-Jakob disease - CJD,A81.0,37.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Herpesviral encephalitis,B00.4,12.0,19571216.0,
2023.0,2023.0,New York,36.0,Zoster without complication,B02.9,11.0,19571216.0,
2023.0,2023.0,New York,36.0,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,19.0,19571216.0,
2023.0,2023.0,New York,36.0,Chronic viral hepatitis C,B18.2,101.0,19571216.0,0.5
2023.0,2023.0,New York,36.0,HIV disease resulting in other bacterial infections,B20.1,50.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,HIV disease resulting in other viral infections,B20.3,13.0,19571216.0,
2023.0,2023.0,New York,36.0,HIV disease resulting in multiple infections,B20.7,47.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,HIV disease resulting in other infectious and parasitic diseases,B20.8,28.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,HIV disease resulting in multiple diseases classified elsewhere,B22.7,39.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",B23.2,10.0,19571216.0,
2023.0,2023.0,New York,36.0,HIV disease resulting in other specified conditions,B23.8,80.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,Unspecified human immunodeficiency virus [HIV] disease,B24,41.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Coronavirus infection, unspecified",B34.2,25.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Other viral infections of unspecified site,B34.8,151.0,19571216.0,0.8
2023.0,2023.0,New York,36.0,"Viral infection, unspecified",B34.9,26.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Candidal septicaemia,B37.7,35.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Candidiasis, unspecified",B37.9,11.0,19571216.0,
2023.0,2023.0,New York,36.0,Other pulmonary aspergillosis,B44.1,10.0,19571216.0,
2023.0,2023.0,New York,36.0,Cerebral cryptococcosis,B45.1,14.0,19571216.0,
2023.0,2023.0,New York,36.0,Unspecified mycosis,B49,49.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Pneumocystosis,B59,10.0,19571216.0,
2023.0,2023.0,New York,36.0,Sequelae of other specified infectious and parasitic diseases,B94.8,15.0,19571216.0,
2023.0,2023.0,New York,36.0,Other and unspecified infectious diseases,B99,93.0,19571216.0,0.5
2023.0,2023.0,New York,36.0,"Tongue, unspecified - Malignant neoplasms",C02.9,140.0,19571216.0,0.7
2023.0,2023.0,New York,36.0,"Mouth, unspecified - Malignant neoplasms",C06.9,58.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Malignant neoplasm of parotid gland,C07,30.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Major salivary gland, unspecified - Malignant neoplasms",C08.9,25.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Tonsil, unspecified - Malignant neoplasms",C09.9,41.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Oropharynx, unspecified - Malignant neoplasms",C10.9,83.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,"Nasopharynx, unspecified - Malignant neoplasms",C11.9,45.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Hypopharynx, unspecified - Malignant neoplasms",C13.9,19.0,19571216.0,
2023.0,2023.0,New York,36.0,"Pharynx, unspecified - Malignant neoplasms",C14.0,49.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Lower third of oesophagus - Malignant neoplasms,C15.5,14.0,19571216.0,
2023.0,2023.0,New York,36.0,"Oesophagus, unspecified - Malignant neoplasms",C15.9,776.0,19571216.0,4.0
2023.0,2023.0,New York,36.0,Cardia - Malignant neoplasms,C16.0,78.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,"Stomach, unspecified - Malignant neoplasms",C16.9,637.0,19571216.0,3.3
2023.0,2023.0,New York,36.0,Duodenum - Malignant neoplasms,C17.0,54.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Small intestine, unspecified - Malignant neoplasms",C17.9,37.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Caecum - Malignant neoplasms,C18.0,48.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Appendix - Malignant neoplasms,C18.1,64.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Ascending colon - Malignant neoplasms,C18.2,25.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Sigmoid colon - Malignant neoplasms,C18.7,57.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Colon, unspecified - Malignant neoplasms",C18.9,1824.0,19571216.0,9.3
2023.0,2023.0,New York,36.0,Malignant neoplasm of rectosigmoid junction,C19,247.0,19571216.0,1.3
2023.0,2023.0,New York,36.0,Malignant neoplasm of rectum,C20,477.0,19571216.0,2.4
2023.0,2023.0,New York,36.0,"Anus, unspecified - Malignant neoplasms",C21.0,63.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Liver cell carcinoma - Malignant neoplasms,C22.0,567.0,19571216.0,2.9
2023.0,2023.0,New York,36.0,Intrahepatic bile duct carcinoma - Malignant neoplasms,C22.1,533.0,19571216.0,2.7
2023.0,2023.0,New York,36.0,"Liver, unspecified - Malignant neoplasms",C22.9,281.0,19571216.0,1.4
2023.0,2023.0,New York,36.0,Malignant neoplasm of gallbladder,C23,146.0,19571216.0,0.7
2023.0,2023.0,New York,36.0,Extrahepatic bile duct - Malignant neoplasms,C24.0,60.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Ampulla of Vater - Malignant neoplasms,C24.1,24.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Biliary tract, unspecified - Malignant neoplasms",C24.9,46.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Head of pancreas - Malignant neoplasms,C25.0,44.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Tail of pancreas - Malignant neoplasms,C25.2,12.0,19571216.0,
2023.0,2023.0,New York,36.0,"Pancreas, unspecified - Malignant neoplasms",C25.9,2813.0,19571216.0,14.4
2023.0,2023.0,New York,36.0,"Intestinal tract, part unspecified - Malignant neoplasms",C26.0,11.0,19571216.0,
2023.0,2023.0,New York,36.0,Ill-defined sites within the digestive system - Malignant neoplasms,C26.9,113.0,19571216.0,0.6
2023.0,2023.0,New York,36.0,Maxillary sinus - Malignant neoplasms,C31.0,13.0,19571216.0,
2023.0,2023.0,New York,36.0,Glottis - Malignant neoplasms,C32.0,11.0,19571216.0,
2023.0,2023.0,New York,36.0,Supraglottis - Malignant neoplasms,C32.1,13.0,19571216.0,
2023.0,2023.0,New York,36.0,"Larynx, unspecified - Malignant neoplasms",C32.9,150.0,19571216.0,0.8
2023.0,2023.0,New York,36.0,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,140.0,19571216.0,0.7
2023.0,2023.0,New York,36.0,"Lower lobe, bronchus or lung - Malignant neoplasms",C34.3,62.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Bronchus or lung, unspecified - Malignant neoplasms",C34.9,6275.0,19571216.0,32.1
2023.0,2023.0,New York,36.0,Malignant neoplasm of thymus,C37,22.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Mandible - Malignant neoplasms,C41.1,12.0,19571216.0,
2023.0,2023.0,New York,36.0,"Bone and articular cartilage, unspecified - Malignant neoplasms",C41.9,64.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Malignant melanoma of skin, unspecified - Malignant neoplasms",C43.9,349.0,19571216.0,1.8
2023.0,2023.0,New York,36.0,Skin of ear and external auricular canal - Malignant neoplasms,C44.2,11.0,19571216.0,
2023.0,2023.0,New York,36.0,Skin of scalp and neck - Malignant neoplasms,C44.4,60.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",C44.9,126.0,19571216.0,0.6
2023.0,2023.0,New York,36.0,Mesothelioma of pleura - Malignant neoplasms,C45.0,13.0,19571216.0,
2023.0,2023.0,New York,36.0,Mesothelioma of peritoneum - Malignant neoplasms,C45.1,13.0,19571216.0,
2023.0,2023.0,New York,36.0,Mesothelioma of other sites - Malignant neoplasms,C45.7,15.0,19571216.0,
2023.0,2023.0,New York,36.0,"Mesothelioma, unspecified - Malignant neoplasms",C45.9,74.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,Retroperitoneum - Malignant neoplasms,C48.0,24.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Peritoneum, unspecified - Malignant neoplasms",C48.2,35.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Connective and soft tissue of lower limb, including hip - Malignant neoplasms",C49.2,25.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Connective and soft tissue of abdomen - Malignant neoplasms,C49.4,35.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Connective and soft tissue, unspecified - Malignant neoplasms",C49.9,255.0,19571216.0,1.3
2023.0,2023.0,New York,36.0,"Breast, unspecified - Malignant neoplasms",C50.9,2211.0,19571216.0,11.3
2023.0,2023.0,New York,36.0,"Vulva, unspecified - Malignant neoplasms",C51.9,86.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,Malignant neoplasm of vagina,C52,20.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Cervix uteri, unspecified - Malignant neoplasms",C53.9,211.0,19571216.0,1.1
2023.0,2023.0,New York,36.0,Endometrium - Malignant neoplasms,C54.1,507.0,19571216.0,2.6
2023.0,2023.0,New York,36.0,"Corpus uteri, unspecified - Malignant neoplasms",C54.9,18.0,19571216.0,
2023.0,2023.0,New York,36.0,"Malignant neoplasm of uterus, part unspecified",C55,407.0,19571216.0,2.1
2023.0,2023.0,New York,36.0,Malignant neoplasm of ovary,C56,802.0,19571216.0,4.1
2023.0,2023.0,New York,36.0,Fallopian tube - Malignant neoplasms,C57.0,33.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Female genital organ, unspecified - Malignant neoplasms",C57.9,36.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Penis, unspecified - Malignant neoplasms",C60.9,14.0,19571216.0,
2023.0,2023.0,New York,36.0,Malignant neoplasm of prostate,C61,1673.0,19571216.0,8.5
2023.0,2023.0,New York,36.0,"Testis, unspecified - Malignant neoplasms",C62.9,19.0,19571216.0,
2023.0,2023.0,New York,36.0,"Malignant neoplasm of kidney, except renal pelvis",C64,660.0,19571216.0,3.4
2023.0,2023.0,New York,36.0,Malignant neoplasm of ureter,C66,20.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Bladder, unspecified - Malignant neoplasms",C67.9,898.0,19571216.0,4.6
2023.0,2023.0,New York,36.0,Urethra - Malignant neoplasms,C68.0,14.0,19571216.0,
2023.0,2023.0,New York,36.0,"Urinary organ, unspecified - Malignant neoplasms",C68.9,16.0,19571216.0,
2023.0,2023.0,New York,36.0,"Eye, unspecified - Malignant neoplasms",C69.9,15.0,19571216.0,
2023.0,2023.0,New York,36.0,"Cerebrum, except lobes and ventricles - Malignant neoplasms",C71.0,11.0,19571216.0,
2023.0,2023.0,New York,36.0,Frontal lobe - Malignant neoplasms,C71.1,20.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Temporal lobe - Malignant neoplasms,C71.2,26.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Brain stem - Malignant neoplasms,C71.7,20.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Brain, unspecified - Malignant neoplasms",C71.9,771.0,19571216.0,3.9
2023.0,2023.0,New York,36.0,Malignant neoplasm of thyroid gland,C73,123.0,19571216.0,0.6
2023.0,2023.0,New York,36.0,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,22.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Head, face and neck - Malignant neoplasms",C76.0,18.0,19571216.0,
2023.0,2023.0,New York,36.0,Abdomen - Malignant neoplasms,C76.2,22.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Pelvis - Malignant neoplasms,C76.3,16.0,19571216.0,
2023.0,2023.0,New York,36.0,Other ill-defined sites - Malignant neoplasms,C76.7,16.0,19571216.0,
2023.0,2023.0,New York,36.0,Secondary malignant neoplasm of lung - Malignant neoplasms,C78.0,21.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Secondary malignant neoplasm of pleura - Malignant neoplasms,C78.2,24.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,58.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Secondary malignant neoplasm of liver - Malignant neoplasms,C78.7,106.0,19571216.0,0.5
2023.0,2023.0,New York,36.0,Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms,C79.3,47.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,36.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,C79.8,122.0,19571216.0,0.6
2023.0,2023.0,New York,36.0,Malignant neoplasm without specification of site,C80,2111.0,19571216.0,10.8
2023.0,2023.0,New York,36.0,"Hodgkin disease, unspecified",C81.9,66.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Follicular non-Hodgkin lymphoma, unspecified",C82.9,26.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Non-Hodgkin lymphoma small cell (diffuse),C83.0,13.0,19571216.0,
2023.0,2023.0,New York,36.0,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,63.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Non-Hodgkin lymphoma large cell (diffuse),C83.3,314.0,19571216.0,1.6
2023.0,2023.0,New York,36.0,"Diffuse non-Hodgkin lymphoma, unspecified",C83.9,20.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Peripheral T-cell lymphoma - Malignant neoplasms,C84.4,21.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Other and unspecified T-cell lymphomas - Malignant neoplasms,C84.5,76.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,"B-cell lymphoma, unspecified - Malignant neoplasms",C85.1,182.0,19571216.0,0.9
2023.0,2023.0,New York,36.0,"Non-Hodgkin lymphoma, unspecified type",C85.9,326.0,19571216.0,1.7
2023.0,2023.0,New York,36.0,Waldenstr÷m macroglobulinemia,C88.0,20.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Multiple myeloma - Malignant neoplasms,C90.0,576.0,19571216.0,2.9
2023.0,2023.0,New York,36.0,Plasma cell leukaemia - Malignant neoplasms,C90.1,13.0,19571216.0,
2023.0,2023.0,New York,36.0,Acute lymphoblastic leukaemia - Malignant neoplasms,C91.0,66.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Chronic lymphocytic leukaemia - Malignant neoplasms,C91.1,204.0,19571216.0,1.0
2023.0,2023.0,New York,36.0,Adult T-cell leukaemia - Malignant neoplasms,C91.5,15.0,19571216.0,
2023.0,2023.0,New York,36.0,Acute myeloid leukaemia - Malignant neoplasms,C92.0,641.0,19571216.0,3.3
2023.0,2023.0,New York,36.0,Chronic myeloid leukaemia - Malignant neoplasms,C92.1,61.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Acute promyelocytic leukaemia - Malignant neoplasms,C92.4,13.0,19571216.0,
2023.0,2023.0,New York,36.0,Other myeloid leukaemia - Malignant neoplasms,C92.7,34.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Myeloid leukaemia, unspecified - Malignant neoplasms",C92.9,10.0,19571216.0,
2023.0,2023.0,New York,36.0,Acute leukaemia of unspecified cell type - Malignant neoplasms,C95.0,59.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Leukaemia, unspecified - Malignant neoplasms",C95.9,78.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms",C96.9,15.0,19571216.0,
2023.0,2023.0,New York,36.0,Malignant neoplasms of independent (primary) multiple sites,C97,317.0,19571216.0,1.6
2023.0,2023.0,New York,36.0,Cerebral meninges - Benign neoplasms,D32.0,25.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Meninges, unspecified - Benign neoplasms",D32.9,34.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Colon - Uncertain neoplasms,D37.4,12.0,19571216.0,
2023.0,2023.0,New York,36.0,"Liver, gallbladder and bile ducts - Uncertain neoplasms",D37.6,12.0,19571216.0,
2023.0,2023.0,New York,36.0,Other digestive organs - Uncertain neoplasms,D37.7,22.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,43.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Kidney - Uncertain neoplasms,D41.0,10.0,19571216.0,
2023.0,2023.0,New York,36.0,Bladder - Uncertain neoplasms,D41.4,11.0,19571216.0,
2023.0,2023.0,New York,36.0,"Brain, unspecified - Uncertain neoplasms",D43.2,82.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,Polycythaemia vera,D45,11.0,19571216.0,
2023.0,2023.0,New York,36.0,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",D46.9,337.0,19571216.0,1.7
2023.0,2023.0,New York,36.0,Chronic myeloproliferative disease - Uncertain neoplasms,D47.1,82.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,Connective and other soft tissue - Uncertain neoplasms,D48.1,36.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms",D48.9,50.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,Iron deficiency anaemia secondary to blood loss (chronic),D50.0,16.0,19571216.0,
2023.0,2023.0,New York,36.0,"Iron deficiency anaemia, unspecified",D50.9,11.0,19571216.0,
2023.0,2023.0,New York,36.0,Sickle-cell anaemia without crisis,D57.1,31.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Other autoimmune haemolytic anaemias,D59.1,12.0,19571216.0,
2023.0,2023.0,New York,36.0,"Aplastic anaemia, unspecified",D61.9,28.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Acute posthaemorrhagic anaemia,D62,29.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Anaemia, unspecified",D64.9,104.0,19571216.0,0.5
2023.0,2023.0,New York,36.0,Disseminated intravascular coagulation [defibrination syndrome],D65,41.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Other thrombophilia,D68.6,18.0,19571216.0,
2023.0,2023.0,New York,36.0,"Coagulation defect, unspecified",D68.9,51.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Thrombocytopenia, unspecified",D69.6,18.0,19571216.0,
2023.0,2023.0,New York,36.0,Agranulocytosis,D70,32.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,Haemophagocytic lymphohistiocytosis,D76.1,39.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Immunodeficiency, unspecified",D84.9,14.0,19571216.0,
2023.0,2023.0,New York,36.0,Sarcoidosis of lung,D86.0,20.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Sarcoidosis of other and combined sites,D86.8,17.0,19571216.0,
2023.0,2023.0,New York,36.0,"Sarcoidosis, unspecified",D86.9,35.0,19571216.0,0.2
2023.0,2023.0,New York,36.0,"Disorder involving the immune mechanism, unspecified",D89.9,21.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,Myxoedema coma,E03.5,22.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Hypothyroidism, unspecified",E03.9,75.0,19571216.0,0.4
2023.0,2023.0,New York,36.0,"Thyrotoxicosis, unspecified",E05.9,10.0,19571216.0,
2023.0,2023.0,New York,36.0,"Insulin-dependent diabetes mellitus, with ketoacidosis",E10.1,29.0,19571216.0,0.1
2023.0,2023.0,New York,36.0,"Insulin-dependent diabetes mellitus, with renal complications",E10.2,49.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Insulin-dependent diabetes mellitus, with multiple complications",E10.7,12.0,19571216.0,
2023.0,2023.0,New York,36.0,"Insulin-dependent diabetes mellitus, without complications",E10.9,60.0,19571216.0,0.3
2023.0,2023.0,New York,36.0,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",E11.1,17.0,19571216.0,
2023.0,2023.0,New York,36.0,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,389.0,19571216.0,2.0
2023.0,2023.0,New York,36.0,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",E11.5,56.0,19571216.0,0.3
